date,year,index,N1,N2,N3,N4,N5,N6,S1,color,zodiac,EvO,BS,month
2010-10-07,2010,117,21,15,14,22,40,32,2,red,tiger,even,small,10
2010-10-09,2010,118,22,37,45,44,41,42,27,green,ox,odd,big,10
2010-10-12,2010,119,24,13,38,46,21,9,27,green,ox,odd,big,10
2010-10-14,2010,120,47,10,26,42,7,4,13,red,rabbit,odd,small,10
2010-10-16,2010,121,30,45,1,44,49,29,41,blue,pig,odd,big,10
2010-10-19,2010,122,38,29,43,20,2,39,37,blue,rabbit,odd,big,10
2010-10-21,2010,123,9,35,46,4,23,49,18,red,dog,even,small,10
2010-10-23,2010,124,28,33,42,1,41,45,8,red,monkey,even,small,10
2010-10-26,2010,125,14,33,41,20,3,8,32,green,monkey,even,big,10
2010-10-28,2010,126,8,47,31,36,17,9,46,red,horse,even,big,10
2010-10-30,2010,127,24,12,7,49,8,30,27,green,ox,odd,big,10
2010-11-02,2010,128,36,17,24,5,45,25,15,blue,ox,odd,small,11
2010-11-04,2010,129,27,25,9,5,44,33,17,green,pig,odd,small,11
2010-11-09,2010,130,41,45,43,49,15,4,18,red,dog,even,small,11
2010-11-11,2010,131,15,43,5,29,6,28,48,blue,dragon,even,big,11
2010-11-13,2010,132,21,28,48,47,7,18,35,red,snake,odd,big,11
2010-11-16,2010,133,46,3,39,49,12,20,19,red,rooster,odd,small,11
2010-11-18,2010,134,30,6,47,20,33,39,23,red,snake,odd,small,11
2010-11-20,2010,135,6,30,9,33,3,29,14,blue,tiger,even,small,11
2010-11-23,2010,136,30,10,24,11,1,49,35,red,snake,odd,big,11
2010-11-25,2010,137,28,39,22,45,17,31,8,red,monkey,even,small,11
2010-11-27,2010,138,26,44,13,43,17,25,42,blue,dog,even,big,11
2010-11-30,2010,139,16,19,45,3,48,14,9,blue,goat,odd,small,11
2010-12-02,2010,140,11,6,17,40,41,31,34,red,horse,even,big,12
2010-12-05,2010,141,10,20,46,47,9,42,27,green,ox,odd,big,12
2010-12-07,2010,142,28,12,13,20,18,48,14,blue,tiger,even,small,12
2010-12-09,2010,143,4,20,10,33,36,25,37,blue,rabbit,odd,big,12
2010-12-11,2010,144,27,15,24,30,18,22,10,blue,horse,even,small,12
2010-12-14,2010,145,29,28,7,48,3,38,40,red,rat,even,big,12
2010-12-16,2010,146,18,13,29,19,12,27,10,blue,horse,even,small,12
2010-12-18,2010,147,45,15,39,19,34,44,23,red,snake,odd,small,12
2010-12-20,2010,148,4,41,12,18,16,5,7,red,rooster,odd,small,12
2010-12-22,2010,149,4,3,35,41,24,15,36,blue,dragon,even,big,12
2010-12-25,2010,150,4,43,1,13,2,48,11,green,snake,odd,small,12
2010-12-28,2010,151,8,36,28,37,23,31,12,red,dragon,even,small,12
2010-12-30,2010,152,13,4,18,39,36,20,12,red,dragon,even,small,12
2011-01-02,2011,1,1,13,20,24,37,39,3,blue,ox,odd,small,1
2011-01-04,2011,2,20,39,16,9,38,4,40,red,rat,even,big,1
2011-01-06,2011,3,7,26,4,15,14,19,43,green,rooster,odd,big,1
2011-01-08,2011,4,12,27,21,33,10,18,4,blue,rat,even,small,1
2011-01-11,2011,5,29,42,48,1,2,37,38,green,tiger,even,big,1
2011-01-13,2011,6,17,25,19,36,44,40,10,blue,horse,even,small,1
2011-01-15,2011,7,31,18,32,46,13,29,2,red,tiger,even,small,1
2011-01-18,2011,8,41,15,9,21,33,31,37,blue,rabbit,odd,big,1
2011-01-20,2011,9,28,42,37,21,30,5,48,blue,dragon,even,big,1
2011-01-22,2011,10,15,49,45,39,1,30,37,blue,rabbit,odd,big,1
2011-01-25,2011,11,16,17,26,9,21,14,20,blue,monkey,even,small,1
2011-01-27,2011,12,6,25,35,14,29,1,48,blue,dragon,even,big,1
2011-01-29,2011,13,9,10,8,29,49,5,46,red,horse,even,big,1
2011-02-01,2011,14,46,32,8,22,48,1,9,blue,goat,odd,small,2
2011-02-03,2011,15,28,36,37,8,10,6,21,green,goat,odd,small,2
2011-02-06,2011,16,31,1,16,27,47,2,19,red,rooster,odd,small,2
2011-02-08,2011,17,28,21,32,34,11,27,17,green,pig,odd,small,2
2011-02-10,2011,18,36,9,20,18,3,2,12,red,dragon,even,small,2
2011-02-13,2011,19,10,37,20,47,24,13,16,green,rat,even,small,2
2011-02-15,2011,20,38,16,41,17,27,18,30,red,dog,even,big,2
2011-02-17,2011,21,30,24,25,35,9,37,45,red,goat,odd,big,2
2011-02-19,2011,22,16,13,42,18,23,34,40,red,rat,even,big,2
2011-02-22,2011,23,3,21,28,22,8,48,5,green,pig,odd,small,2
2011-02-24,2011,24,30,26,7,29,41,27,44,green,monkey,even,big,2
2011-02-26,2011,25,47,24,1,37,33,28,49,green,rabbit,odd,big,2
2011-03-01,2011,26,45,4,30,43,41,25,29,red,pig,odd,big,3
2011-03-03,2011,27,33,9,8,49,13,17,30,red,dog,even,big,3
2011-03-05,2011,28,34,29,2,25,16,7,10,blue,horse,even,small,3
2011-03-08,2011,29,37,33,23,4,47,15,22,green,horse,even,small,3
2011-03-10,2011,30,6,21,49,2,45,46,28,green,rat,even,big,3
2011-03-13,2011,31,14,6,43,27,26,30,21,green,goat,odd,small,3
2011-03-15,2011,32,15,16,11,4,35,42,9,blue,goat,odd,small,3
2011-03-17,2011,33,5,31,4,23,48,39,20,blue,monkey,even,small,3
2011-03-19,2011,34,41,33,31,24,8,12,20,blue,monkey,even,small,3
2011-03-22,2011,35,24,45,18,34,38,26,15,blue,ox,odd,small,3
2011-03-24,2011,36,17,16,10,42,43,38,13,red,rabbit,odd,small,3
2011-03-26,2011,37,2,20,47,31,12,25,29,red,pig,odd,big,3
2011-03-29,2011,38,20,49,9,2,24,1,43,green,rooster,odd,big,3
2011-03-31,2011,39,38,24,39,23,6,40,32,green,monkey,even,big,3
2011-04-02,2011,40,3,31,15,36,12,49,11,green,snake,odd,small,4
2011-04-05,2011,41,26,8,10,29,41,44,9,blue,goat,odd,small,4
2011-04-07,2011,42,26,21,31,43,5,1,22,green,horse,even,small,4
2011-04-10,2011,43,10,34,24,6,47,37,12,red,dragon,even,small,4
2011-04-12,2011,44,9,2,4,31,12,21,10,blue,horse,even,small,4
2011-04-14,2011,45,12,14,37,23,39,32,28,green,rat,even,big,4
2011-04-16,2011,46,17,16,1,36,26,31,45,red,goat,odd,big,4
2011-04-19,2011,47,22,20,18,1,46,8,28,green,rat,even,big,4
2011-04-21,2011,48,26,22,9,1,6,10,35,red,snake,odd,big,4
2011-04-23,2011,49,43,26,30,31,2,4,38,green,tiger,even,big,4
2011-04-26,2011,50,30,25,29,15,11,49,47,blue,snake,odd,big,4
2011-04-28,2011,51,30,6,49,1,15,33,3,blue,ox,odd,small,4
2011-04-30,2011,52,30,34,23,10,29,9,36,blue,dragon,even,big,4
2011-05-03,2011,53,34,2,23,38,13,3,5,green,pig,odd,small,5
2011-05-05,2011,54,5,32,48,20,15,6,22,green,horse,even,small,5
2011-05-08,2011,55,29,14,26,10,39,41,6,green,dog,even,small,5
2011-05-12,2011,56,4,45,9,39,25,28,30,red,dog,even,big,5
2011-05-14,2011,57,4,22,15,33,10,35,48,blue,dragon,even,big,5
2011-05-17,2011,58,35,49,12,27,46,14,31,blue,rooster,odd,big,5
2011-05-20,2011,59,48,32,15,18,30,13,8,red,monkey,even,small,5
2011-05-22,2011,60,45,36,47,17,22,15,35,red,snake,odd,big,5
2011-05-24,2011,61,48,39,33,20,11,31,4,blue,rat,even,small,5
2011-05-26,2011,62,48,5,6,37,44,22,23,red,snake,odd,small,5
2011-05-28,2011,63,38,7,43,44,13,34,10,blue,horse,even,small,5
2011-05-31,2011,64,4,24,10,1,30,39,8,red,monkey,even,small,5
2011-06-02,2011,65,47,23,39,7,2,18,17,green,pig,odd,small,6
2011-06-04,2011,66,46,33,36,49,7,8,18,red,dog,even,small,6
2011-06-07,2011,67,49,24,42,22,33,36,38,green,tiger,even,big,6
2011-06-09,2011,68,5,42,6,3,39,15,35,red,snake,odd,big,6
2011-06-12,2011,69,44,13,4,35,17,1,22,green,horse,even,small,6
2011-06-14,2011,70,48,39,19,13,22,12,46,red,horse,even,big,6
2011-06-16,2011,71,4,44,12,47,48,26,2,red,tiger,even,small,6
2011-06-18,2011,72,38,44,14,49,48,16,39,green,ox,odd,big,6
2011-06-21,2011,73,47,10,32,21,16,9,38,green,tiger,even,big,6
2011-06-23,2011,74,2,32,15,27,49,43,42,blue,dog,even,big,6
2011-06-25,2011,75,23,30,24,4,34,45,19,red,rooster,odd,small,6
2011-06-28,2011,76,15,17,4,45,43,47,38,green,tiger,even,big,6
2011-06-30,2011,77,48,40,49,20,10,46,13,red,rabbit,odd,small,6
2011-07-02,2011,78,35,31,34,5,13,33,27,green,ox,odd,big,7
2011-07-05,2011,79,9,32,16,28,30,22,37,blue,rabbit,odd,big,7
2011-07-07,2011,80,35,10,29,40,14,46,30,red,dog,even,big,7
2011-07-09,2011,81,10,48,1,13,42,11,15,blue,ox,odd,small,7
2011-07-12,2011,82,41,16,28,33,18,45,29,red,pig,odd,big,7
2011-07-14,2011,83,48,11,33,37,45,13,36,blue,dragon,even,big,7
2011-07-16,2011,84,11,20,31,48,49,17,35,red,snake,odd,big,7
2011-07-19,2011,85,3,31,10,40,43,41,20,blue,monkey,even,small,7
2011-07-21,2011,86,30,28,26,49,6,18,22,green,horse,even,small,7
2011-07-24,2011,87,37,29,8,48,27,7,21,green,goat,odd,small,7
2011-07-26,2011,88,35,26,15,34,41,25,10,blue,horse,even,small,7
2011-07-28,2011,89,47,30,42,11,36,21,34,red,horse,even,big,7
2011-07-31,2011,90,46,47,6,45,44,29,30,red,dog,even,big,7
2011-08-02,2011,91,24,21,11,47,25,14,36,blue,dragon,even,big,8
2011-08-04,2011,92,25,32,34,2,11,39,31,blue,rooster,odd,big,8
2011-08-06,2011,93,42,30,45,9,34,31,24,red,dragon,even,small,8
2011-08-09,2011,94,48,5,25,45,11,6,34,red,horse,even,big,8
2011-08-11,2011,95,37,35,6,25,7,4,48,blue,dragon,even,big,8
2011-08-13,2011,96,31,23,11,49,37,18,10,blue,horse,even,small,8
2011-08-16,2011,97,22,38,9,10,8,5,7,red,rooster,odd,small,8
2011-08-18,2011,98,45,17,43,14,5,49,12,red,dragon,even,small,8
2011-08-20,2011,99,15,47,17,13,26,23,1,red,rabbit,odd,small,8
2011-08-23,2011,100,41,24,25,36,11,45,40,red,rat,even,big,8
2011-08-25,2011,101,25,28,10,20,6,17,2,red,tiger,even,small,8
2011-08-27,2011,102,10,9,27,29,19,45,30,red,dog,even,big,8
2011-08-30,2011,103,48,46,49,9,15,24,6,green,dog,even,small,8
2011-09-02,2011,104,44,49,33,34,2,29,42,blue,dog,even,big,9
2011-09-04,2011,105,22,21,4,46,18,39,29,red,pig,odd,big,9
2011-09-06,2011,106,21,44,7,4,23,1,17,green,pig,odd,small,9
2011-09-08,2011,107,44,30,39,18,14,22,32,green,monkey,even,big,9
2011-09-10,2011,108,49,19,15,36,44,45,16,green,rat,even,small,9
2011-09-13,2011,109,46,16,28,13,19,11,22,green,horse,even,small,9
2011-09-15,2011,110,49,29,13,41,5,7,25,blue,rabbit,odd,big,9
2011-09-17,2011,111,14,6,43,25,35,12,42,blue,dog,even,big,9
2011-09-20,2011,112,40,10,47,48,27,33,13,red,rabbit,odd,small,9
2011-09-22,2011,113,39,44,10,8,27,19,6,green,dog,even,small,9
2011-09-24,2011,114,34,40,16,18,28,6,38,green,tiger,even,big,9
2011-09-27,2011,115,37,4,23,22,49,40,13,red,rabbit,odd,small,9
2011-10-02,2011,116,37,22,41,9,14,45,5,green,pig,odd,small,10
2011-10-04,2011,117,39,1,37,9,4,15,47,blue,snake,odd,big,10
2011-10-08,2011,118,24,37,41,4,8,26,33,green,goat,odd,big,10
2011-10-11,2011,119,33,25,6,22,2,39,46,red,horse,even,big,10
2011-10-13,2011,120,33,30,40,28,2,8,23,red,snake,odd,small,10
2011-10-15,2011,121,37,41,11,24,43,28,13,red,rabbit,odd,small,10
2011-10-18,2011,122,23,37,48,9,4,47,14,blue,tiger,even,small,10
2011-10-20,2011,123,32,16,34,23,35,2,40,red,rat,even,big,10
2011-10-22,2011,124,1,11,20,18,26,30,47,blue,snake,odd,big,10
2011-10-25,2011,125,26,35,22,29,27,17,44,green,monkey,even,big,10
2011-10-27,2011,126,46,48,22,1,43,9,49,green,rabbit,odd,big,10
2011-10-29,2011,127,12,15,17,39,5,18,47,blue,snake,odd,big,10
2011-11-01,2011,128,19,8,21,15,24,44,10,blue,horse,even,small,11
2011-11-03,2011,129,3,1,34,44,41,21,43,green,rooster,odd,big,11
2011-11-06,2011,130,3,16,11,1,7,34,49,green,rabbit,odd,big,11
2011-11-08,2011,131,30,23,34,2,40,42,48,blue,dragon,even,big,11
2011-11-10,2011,132,4,37,49,20,7,9,33,green,goat,odd,big,11
2011-11-12,2011,133,17,33,42,10,29,48,35,red,snake,odd,big,11
2011-11-15,2011,134,14,30,26,25,11,7,29,red,pig,odd,big,11
2011-11-17,2011,135,3,44,42,23,6,24,35,red,snake,odd,big,11
2011-11-19,2011,136,14,22,13,10,47,12,21,green,goat,odd,small,11
2011-11-22,2011,137,24,43,21,47,31,7,5,green,pig,odd,small,11
2011-11-24,2011,138,35,3,41,38,5,19,32,green,monkey,even,big,11
2011-11-26,2011,139,39,33,47,42,22,4,14,blue,tiger,even,small,11
2011-11-29,2011,140,13,6,42,40,37,3,29,red,pig,odd,big,11
2011-12-01,2011,141,22,33,1,8,28,3,5,green,pig,odd,small,12
2011-12-03,2011,142,18,37,3,2,9,23,31,blue,rooster,odd,big,12
2011-12-06,2011,143,5,1,11,2,43,6,25,blue,rabbit,odd,big,12
2011-12-08,2011,144,20,28,22,36,48,5,1,red,rabbit,odd,small,12
2011-12-10,2011,145,3,42,21,25,14,27,34,red,horse,even,big,12
2011-12-13,2011,146,40,36,38,3,25,32,31,blue,rooster,odd,big,12
2011-12-15,2011,147,21,29,43,47,9,34,32,green,monkey,even,big,12
2011-12-18,2011,148,1,38,35,23,2,46,5,green,pig,odd,small,12
2011-12-20,2011,149,43,31,26,29,49,37,2,red,tiger,even,small,12
2011-12-22,2011,150,49,37,5,18,16,28,24,red,dragon,even,small,12
2011-12-24,2011,151,27,17,24,4,1,43,41,blue,pig,odd,big,12
2011-12-26,2011,152,30,8,37,48,38,31,5,green,pig,odd,small,12
2011-12-29,2011,153,39,23,7,21,10,29,1,red,rabbit,odd,small,12
2011-12-31,2011,154,27,3,44,40,2,49,38,green,tiger,even,big,12
2012-01-03,2012,1,31,5,12,37,45,34,10,blue,goat,even,small,1
2012-01-05,2012,2,33,48,11,46,9,43,2,red,rabbit,even,small,1
2012-01-07,2012,3,31,3,7,32,10,35,30,red,pig,even,big,1
2012-01-10,2012,4,26,31,35,20,3,32,12,red,snake,even,small,1
2012-01-12,2012,5,44,36,27,48,15,32,47,blue,horse,odd,big,1
2012-01-14,2012,6,36,10,24,13,20,29,14,blue,rabbit,even,small,1
2012-01-17,2012,7,36,24,44,16,35,23,1,red,dragon,odd,small,1
2012-01-19,2012,8,18,14,2,39,25,1,31,blue,dog,odd,big,1
2012-01-22,2012,9,20,47,10,18,14,34,41,blue,rat,odd,big,1
2012-01-26,2012,10,10,34,3,11,29,17,15,blue,tiger,odd,small,1
2012-01-31,2012,11,29,42,46,28,27,22,49,green,dragon,odd,big,1
2012-02-02,2012,12,45,14,20,38,46,21,47,blue,horse,odd,big,2
2012-02-04,2012,13,6,20,27,12,16,38,7,red,dog,odd,small,2
2012-02-07,2012,14,11,30,41,45,16,34,47,blue,horse,odd,big,2
2012-02-09,2012,15,12,33,34,20,3,41,43,green,dog,odd,big,2
2012-02-12,2012,16,39,34,9,41,33,7,48,blue,snake,even,big,2
2012-02-14,2012,17,37,10,14,49,39,21,25,blue,dragon,odd,big,2
2012-02-16,2012,18,25,44,4,12,42,18,8,red,rooster,even,small,2
2012-02-18,2012,19,5,16,41,46,12,17,15,blue,tiger,odd,small,2
2012-02-21,2012,20,49,1,15,35,11,12,17,green,rat,odd,small,2
2012-02-23,2012,21,47,22,15,5,1,43,37,blue,dragon,odd,big,2
2012-02-25,2012,22,49,26,27,14,24,12,22,green,goat,even,small,2
2012-02-28,2012,23,24,8,37,49,28,9,47,blue,horse,odd,big,2
2012-03-01,2012,24,31,40,34,30,47,25,13,red,dragon,odd,small,3
2012-03-03,2012,25,1,4,8,28,21,3,5,green,rat,odd,small,3
2012-03-06,2012,26,7,36,33,28,3,31,32,green,rooster,even,big,3
2012-03-08,2012,27,3,36,35,5,17,9,43,green,dog,odd,big,3
2012-03-11,2012,28,42,23,48,33,39,10,34,red,goat,even,big,3
2012-03-13,2012,29,7,26,43,47,8,48,12,red,snake,even,small,3
2012-03-15,2012,30,34,28,49,4,31,48,6,green,pig,even,small,3
2012-03-17,2012,31,18,13,23,4,45,6,15,blue,tiger,odd,small,3
2012-03-20,2012,32,46,13,44,29,11,18,37,blue,dragon,odd,big,3
2012-03-22,2012,33,2,47,38,48,49,35,41,blue,rat,odd,big,3
2012-03-24,2012,34,49,23,35,32,3,43,34,red,goat,even,big,3
2012-03-27,2012,35,25,17,43,2,7,30,38,green,rabbit,even,big,3
2012-03-29,2012,36,21,28,16,10,31,29,8,red,rooster,even,small,3
2012-03-31,2012,37,33,44,30,11,19,37,18,red,pig,even,small,3
2012-04-03,2012,38,46,21,47,28,20,44,42,blue,pig,even,big,4
2012-04-05,2012,39,17,45,13,15,18,41,14,blue,rabbit,even,small,4
2012-04-07,2012,40,24,49,3,14,22,34,44,green,rooster,even,big,4
2012-04-10,2012,41,4,47,11,16,42,26,6,green,pig,even,small,4
2012-04-12,2012,42,16,2,25,28,17,11,41,blue,rat,odd,big,4
2012-04-14,2012,43,3,40,15,20,32,19,25,blue,dragon,odd,big,4
2012-04-17,2012,44,7,6,17,46,35,19,4,blue,ox,even,small,4
2012-04-19,2012,45,41,5,12,13,37,20,23,red,horse,odd,small,4
2012-04-22,2012,46,3,41,21,11,42,1,2,red,rabbit,even,small,4
2012-04-24,2012,47,28,17,29,34,31,1,45,red,monkey,odd,big,4
2012-04-26,2012,48,17,30,11,7,22,10,14,blue,rabbit,even,small,4
2012-04-28,2012,49,20,19,17,11,29,32,38,green,rabbit,even,big,4
2012-05-01,2012,50,32,33,19,26,5,17,22,green,goat,even,small,5
2012-05-03,2012,51,46,2,47,49,28,20,3,blue,tiger,odd,small,5
2012-05-05,2012,52,4,17,11,49,29,39,8,red,rooster,even,small,5
2012-05-08,2012,53,33,9,4,17,34,10,35,red,horse,odd,big,5
2012-05-10,2012,54,17,23,46,32,34,13,41,blue,rat,odd,big,5
2012-05-13,2012,55,21,30,34,45,39,16,4,blue,ox,even,small,5
2012-05-15,2012,56,23,14,33,5,22,16,32,green,rooster,even,big,5
2012-05-17,2012,57,27,1,10,15,37,21,40,red,ox,even,big,5
2012-05-20,2012,58,41,23,47,26,17,3,33,green,monkey,odd,big,5
2012-05-22,2012,59,8,1,26,32,22,37,41,blue,rat,odd,big,5
2012-05-24,2012,60,2,5,8,40,29,47,34,red,goat,even,big,5
2012-05-26,2012,61,9,20,10,38,49,22,7,red,dog,odd,small,5
2012-05-29,2012,62,18,8,31,37,22,20,46,red,goat,even,big,5
2012-05-31,2012,63,9,4,39,47,24,31,38,green,rabbit,even,big,5
2012-06-02,2012,64,43,19,47,20,9,14,37,blue,dragon,odd,big,6
2012-06-05,2012,65,43,21,34,10,26,35,37,blue,dragon,odd,big,6
2012-06-07,2012,66,39,17,4,48,20,29,9,blue,monkey,odd,small,6
2012-06-10,2012,67,8,44,37,15,18,39,6,green,pig,even,small,6
2012-06-12,2012,68,30,16,36,14,7,25,32,green,rooster,even,big,6
2012-06-16,2012,69,7,29,4,6,13,2,9,blue,monkey,odd,small,6
2012-06-19,2012,70,42,48,26,10,13,40,24,red,snake,even,small,6
2012-06-21,2012,71,35,2,8,5,13,17,28,green,ox,even,big,6
2012-06-23,2012,72,34,9,40,14,17,48,39,green,tiger,odd,big,6
2012-06-26,2012,73,6,19,26,37,28,49,47,blue,horse,odd,big,6
2012-06-28,2012,74,3,36,19,27,6,14,24,red,snake,even,small,6
2012-06-30,2012,75,10,37,32,28,13,41,1,red,dragon,odd,small,6
2012-07-03,2012,76,6,12,14,31,10,38,20,blue,rooster,even,small,7
2012-07-05,2012,77,2,24,3,26,11,27,44,green,rooster,even,big,7
2012-07-07,2012,78,22,46,4,1,5,44,37,blue,dragon,odd,big,7
2012-07-10,2012,79,7,4,13,28,49,36,3,blue,tiger,odd,small,7
2012-07-12,2012,80,40,33,44,2,39,13,43,green,dog,odd,big,7
2012-07-14,2012,81,24,2,6,41,46,16,27,green,tiger,odd,big,7
2012-07-17,2012,82,24,30,11,8,49,17,3,blue,tiger,odd,small,7
2012-07-19,2012,83,30,46,34,20,9,35,29,red,rat,odd,big,7
2012-07-21,2012,84,19,23,7,45,34,30,13,red,dragon,odd,small,7
2012-07-24,2012,85,22,23,15,45,11,10,31,blue,dog,odd,big,7
2012-07-26,2012,86,22,11,44,24,9,13,32,green,rooster,even,big,7
2012-07-28,2012,87,18,44,45,25,38,40,5,green,rat,odd,small,7
2012-07-31,2012,88,2,35,23,16,47,10,1,red,dragon,odd,small,7
2012-08-02,2012,89,49,9,11,12,22,28,7,red,dog,odd,small,8
2012-08-04,2012,90,42,20,49,15,8,41,12,red,snake,even,small,8
2012-08-07,2012,91,2,40,9,13,46,44,10,blue,goat,even,small,8
2012-08-09,2012,92,22,13,20,46,10,42,48,blue,snake,even,big,8
2012-08-11,2012,93,5,42,41,31,11,12,16,green,ox,even,small,8
2012-08-14,2012,94,47,34,16,37,13,2,28,green,ox,even,big,8
2012-08-16,2012,95,19,5,23,6,13,34,8,red,rooster,even,small,8
2012-08-18,2012,96,7,10,32,34,22,48,45,red,monkey,odd,big,8
2012-08-21,2012,97,36,1,12,38,7,17,48,blue,snake,even,big,8
2012-08-23,2012,98,15,13,25,45,28,47,5,green,rat,odd,small,8
2012-08-25,2012,99,21,47,38,7,22,3,27,green,tiger,odd,big,8
2012-08-28,2012,100,17,7,49,29,24,47,45,red,monkey,odd,big,8
2012-08-30,2012,101,21,11,26,34,7,15,38,green,rabbit,even,big,8
2012-09-01,2012,102,21,19,12,15,9,47,38,green,rabbit,even,big,9
2012-09-04,2012,103,45,43,24,20,36,34,3,blue,tiger,odd,small,9
2012-09-06,2012,104,6,38,43,13,41,33,29,red,rat,odd,big,9
2012-09-09,2012,105,4,15,27,34,7,12,37,blue,dragon,odd,big,9
2012-09-11,2012,106,11,41,25,27,4,39,43,green,dog,odd,big,9
2012-09-13,2012,107,16,22,42,31,20,48,43,green,dog,odd,big,9
2012-09-15,2012,108,27,18,7,21,48,6,42,blue,pig,even,big,9
2012-09-18,2012,109,27,15,43,38,42,26,39,green,tiger,odd,big,9
2012-09-22,2012,110,2,49,38,35,33,13,40,red,ox,even,big,9
2012-09-25,2012,111,1,28,17,4,32,20,47,blue,horse,odd,big,9
2012-09-27,2012,112,17,3,40,15,10,1,28,green,ox,even,big,9
2012-09-29,2012,113,2,17,26,16,8,20,32,green,rooster,even,big,9
2012-10-02,2012,114,33,12,37,24,44,25,13,red,dragon,odd,small,10
2012-10-07,2012,115,1,10,47,29,12,13,9,blue,monkey,odd,small,10
2012-10-09,2012,116,21,22,36,15,27,17,16,green,ox,even,small,10
2012-10-11,2012,117,46,18,40,11,1,3,35,red,horse,odd,big,10
2012-10-13,2012,118,26,5,11,33,41,6,4,blue,ox,even,small,10
2012-10-16,2012,119,35,27,9,44,39,17,40,red,ox,even,big,10
2012-10-18,2012,120,10,6,4,16,29,14,26,blue,rabbit,even,big,10
2012-10-20,2012,121,31,4,19,44,34,37,6,green,pig,even,small,10
2012-10-23,2012,122,11,29,45,47,28,41,21,green,monkey,odd,small,10
2012-10-25,2012,123,40,17,43,23,41,8,28,green,ox,even,big,10
2012-10-27,2012,124,34,36,26,28,30,39,1,red,dragon,odd,small,10
2012-10-30,2012,125,40,1,28,34,20,30,19,red,dog,odd,small,10
2012-11-01,2012,126,18,34,28,24,42,15,2,red,rabbit,even,small,11
2012-11-03,2012,127,36,33,46,12,1,48,41,blue,rat,odd,big,11
2012-11-06,2012,128,37,39,6,28,8,1,42,blue,pig,even,big,11
2012-11-08,2012,129,47,26,37,44,31,15,43,green,dog,odd,big,11
2012-11-11,2012,130,26,45,47,35,28,9,25,blue,dragon,odd,big,11
2012-11-13,2012,131,29,5,30,26,25,3,31,blue,dog,odd,big,11
2012-11-15,2012,132,46,20,36,41,18,48,21,green,monkey,odd,small,11
2012-11-17,2012,133,12,7,24,39,43,48,30,red,pig,even,big,11
2012-11-20,2012,134,45,2,11,20,37,47,13,red,dragon,odd,small,11
2012-11-22,2012,135,49,9,22,26,30,44,31,blue,dog,odd,big,11
2012-11-24,2012,136,4,15,2,3,40,23,13,red,dragon,odd,small,11
2012-11-27,2012,137,47,8,21,20,34,24,10,blue,goat,even,small,11
2012-11-29,2012,138,13,32,28,17,26,34,6,green,pig,even,small,11
2012-12-01,2012,139,36,10,17,38,27,16,47,blue,horse,odd,big,12
2012-12-04,2012,140,10,18,11,37,47,7,4,blue,ox,even,small,12
2012-12-06,2012,141,1,41,43,6,38,45,48,blue,snake,even,big,12
2012-12-08,2012,142,47,22,34,15,30,33,38,green,rabbit,even,big,12
2012-12-11,2012,143,42,49,15,2,28,41,24,red,snake,even,small,12
2012-12-13,2012,144,42,47,9,6,29,31,14,blue,rabbit,even,small,12
2012-12-15,2012,145,18,28,41,33,21,47,48,blue,snake,even,big,12
2012-12-18,2012,146,21,8,14,41,48,45,34,red,goat,even,big,12
2012-12-20,2012,147,36,40,4,34,25,12,49,green,dragon,odd,big,12
2012-12-23,2012,148,9,27,34,28,32,43,2,red,rabbit,even,small,12
2012-12-25,2012,149,24,46,18,49,23,12,14,blue,rabbit,even,small,12
2012-12-27,2012,150,47,29,7,44,4,39,23,red,horse,odd,small,12
2012-12-29,2012,151,1,11,33,6,39,9,40,red,ox,even,big,12
2012-12-31,2012,152,6,48,30,5,25,32,45,red,monkey,odd,big,12
2013-01-03,2013,1,48,46,33,32,25,17,39,green,rabbit,odd,big,1
2013-01-08,2013,2,14,19,29,49,21,20,7,red,pig,odd,small,1
2013-01-10,2013,3,2,45,41,9,24,34,48,blue,horse,even,big,1
2013-01-13,2013,4,6,3,31,49,19,21,7,red,pig,odd,small,1
2013-01-15,2013,5,24,31,27,3,4,7,13,red,snake,odd,small,1
2013-01-17,2013,6,43,44,2,25,8,14,11,green,goat,odd,small,1
2013-01-19,2013,7,31,3,19,21,12,48,26,blue,dragon,even,big,1
2013-01-22,2013,8,22,20,4,37,2,30,1,red,snake,odd,small,1
2013-01-24,2013,9,1,49,9,3,2,20,24,red,horse,even,small,1
2013-01-26,2013,10,29,48,45,42,2,41,5,green,ox,odd,small,1
2013-01-29,2013,11,8,36,44,26,47,20,28,green,tiger,even,big,1
2013-01-31,2013,12,22,16,46,35,38,27,32,green,dog,even,big,1
2013-02-03,2013,13,2,47,48,23,39,17,22,green,monkey,even,small,2
2013-02-05,2013,14,31,45,19,5,32,34,13,red,snake,odd,small,2
2013-02-07,2013,15,33,12,18,3,22,8,37,blue,snake,odd,big,2
2013-02-09,2013,16,47,46,4,35,10,8,32,green,dog,even,big,2
2013-02-14,2013,17,27,16,24,48,11,36,47,blue,goat,odd,big,2
2013-02-16,2013,18,30,3,12,35,37,38,18,red,rat,even,small,2
2013-02-19,2013,19,19,18,32,44,40,5,34,red,monkey,even,big,2
2013-02-21,2013,20,32,14,22,21,11,49,7,red,pig,odd,small,2
2013-02-23,2013,21,36,19,35,30,12,23,15,blue,rabbit,odd,small,2
